,eukulele_taxonomy,mmseqs_taxonomy,groups,total_length,total_num_contigs,total_length_5kb,total_length_10kb,total_length_50kb,GC_percent,N50,L50,proportion_coding_sequence_mean,proportion_coding_sequence_std,proportion_repeat_mean,proportion_repeat_std,num_predicted_proteins,num_proteins_annotated_pfam,proportion_proteins_annoated_pfam,num_unique_pfam,num_proteins_annotated_kegg,proportion_proteins_annoated_kegg,num_unique_kegg,busco_eukaryota_odb10_completeness,busco_eukaryota_odb10_contamination,eukcc_completeness,eukcc_contamination,eukcc_lineage,ocean_region,depth,size_fraction
TOPAZ_SAD1_E041,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,SAR,46291404,7495,32177685,14343109,256210,45.66,7106,1996,0.8125653779697624,0.04872775289039078,0.0762397192224622,0.02668528266952152,18260,9160,50.16,2309,3274,17.93,3242,76.08,1.57,84.21,3.51,Eukaryota,SAO,DCM,0.8-5
TOPAZ_SAD1_E042,Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;-;-;-;-,Eukaryota;-;Sar;-;Dinophyceae;-;Gonyaulacales;-;-,Dinoflagellata,197236886,30069,139670694,77975584,1540951,57.48,7909,7054,0.7148740243284338,0.0943549610332699,0.2320200557526609,0.04336297726646541,46753,12210,26.12,1451,2499,5.35,2985,50.59,0.78,69.72,36.7,Eukaryota,SAO,DCM,0.8-5
TOPAZ_SAD1_E043,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;-;-;-;-,Eukaryota;-;Prymnesiophyceae;Haptista;Haptophyta;-;Prymnesiales;Prymnesiaceae;Chrysochromulina rotalis,Haptophyta,40761055,7838,23045788,9395799,0,64.76,5664,2138,0.8161783333333333,0.039702012866523466,0.02113664215686275,0.017938134842202698,22733,10485,46.12,2258,3513,15.45,3290,62.35,0.0,69.57,8.7,Eukaryota_Fungi_Ascomycota,SAO,DCM,0.8-5
TOPAZ_SAD1_E044,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Phaeocystales;Phaeocystaceae;Phaeocystis;-,Eukaryota;-;Prymnesiophyceae;Haptista;Haptophyta;-;Phaeocystales;Phaeocystaceae;Phaeocystis antarctica,Haptophyta,24527682,6631,5230558,532258,0,64.61,3603,2491,0.8122226829268293,0.05024769225090582,0.034544512195121946,0.012918289752436272,14166,4899,34.58,749,1055,7.45,1872,18.82,0.39,25.45,1.82,Eukaryota_Fungi_Microsporidia,SAO,DCM,0.8-5
TOPAZ_SAD1_E045,Eukaryota;Archaeplastida;Chlorophyta;Pyramimonadales;Pyramimonadales_X;Pyramimonadales_XX;-;-,Eukaryota;Viridiplantae;-;Chlorophyta;Pyramimonadophyceae;-;Pyramimonadales;Pyramimonadaceae;Pyramimonas obovata,Chlorophyta,46753405,8373,29004382,11524694,156835,53.24,5980,2323,0.6591686538461538,0.06465924389483005,0.02914991452991453,0.013086488709536704,17036,7021,41.21,1874,2454,14.4,2925,63.92,1.18,61.4,7.02,Eukaryota_Viridiplantae,SAO,DCM,0.8-5
TOPAZ_SAD1_E046,Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;-;-;-;-,Eukaryota;-;Sar;-;Dictyochophyceae;-;Pedinellales;-;-,Ochrophyta,12767882,3389,2896610,307807,0,62.94,3736,1265,0.821881953125,0.035382054377417836,0.056700625,0.014482768735099481,6473,2740,42.33,673,804,12.42,1472,20.0,0.0,19.53,2.53,Eukaryota_Fungi_Ascomycota,SAO,DCM,0.8-5
TOPAZ_SAD4_E001,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Chordata;-;-;-;-;-,Metazoa,9922389,2573,2827071,266572,0,44.96,3787,926,0.6553191999999999,0.07884306920306948,0.0002283,0.00044004557718490926,5097,2445,47.97,746,877,17.21,1508,23.53,1.18,,,,SAO,DCM,180-2000
TOPAZ_SAD4_E002,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,Metazoa,6596394,1583,2427605,350593,0,50.89,4237,545,0.8029560606060606,0.033835905434942734,0.005646666666666667,0.003330564304417284,2881,1824,63.31,1088,1196,41.51,1652,34.51,0.39,24.62,0.67,Eukaryota_Metazoa,SAO,DCM,180-2000
TOPAZ_SAD4_E003,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,Metazoa,30170653,7529,9595274,1228849,0,42.92,3961,2645,0.4785212582781457,0.08082148363907972,0.02124397350993377,0.009032692431140877,10978,4554,41.48,1295,1673,15.24,2019,22.35,0.78,23.92,3.03,Eukaryota_Metazoa,SAO,DCM,180-2000
TOPAZ_SAD3_E001,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,Metazoa,46010750,11757,13390084,2606379,0,33.78,3775,4103,0.4431189804772234,0.1174569364296825,0.06100874186550976,0.013303819316098878,16046,6238,38.88,2118,2689,16.76,3001,56.08,0.78,48.41,3.97,Eukaryota,SAO,DCM,20-180
TOPAZ_SAD3_E002,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,Metazoa,11365747,3242,1717129,84233,0,42.84,3411,1268,0.4570868421052632,0.08211419403463402,0.004970877192982456,0.003375283629772417,4431,1853,41.82,548,641,14.47,1088,8.24,0.0,,,,SAO,DCM,20-180
TOPAZ_SAD3_E003,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,Metazoa,7489520,2157,1176510,88951,0,47.51,3334,838,0.6895340000000001,0.0634501970367311,0.0034325333333333325,0.0022228540772819268,3589,1487,41.43,679,747,20.81,1178,19.22,0.0,,,,SAO,DCM,20-180
TOPAZ_SAD3_E004,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,Metazoa,24097044,6139,7102892,1109117,0,43.19,3813,2158,0.4254577593360997,0.09350769759491594,0.033671701244813286,0.012052744045008166,8265,3145,38.05,952,1145,13.85,1583,20.0,0.0,19.81,0.97,Eukaryota_Metazoa,SAO,DCM,20-180
TOPAZ_SAD3_E005,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,Metazoa,7992651,1859,3085433,660686,0,52.63,4365,619,0.728200625,0.04465911682802712,0.00986775,0.005690332805513222,3313,2028,61.21,1053,1173,35.41,1730,29.02,0.39,24.87,1.06,Eukaryota,SAO,DCM,20-180
TOPAZ_SAD3_E006,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,Metazoa,3544449,1124,209816,21567,0,40.08,3006,472,0.11305527777777775,0.039497262245918256,0.019382222222222217,0.007238283678972795,678,83,12.24,11,13,1.92,60,0.39,0.0,,,,SAO,DCM,20-180
TOPAZ_SAM1_E001,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Chordata;-;-;-;-;-,Metazoa,5384896,1568,753950,71954,0,36.71,3309,617,0.7258546296296297,0.05187501377823872,0.0011225925925925926,0.0014843856257290614,3287,1557,47.37,631,679,20.66,1268,21.18,0.39,,,,SAO,MES,0.8-5
TOPAZ_SAM1_E002,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Harpacticoida;Harpacticidae;Tigriopus californicus,Metazoa,8102140,1240,6009335,3161943,0,32.42,8225,331,0.4293295121951219,0.10339709600939806,0.0,0.0,2538,805,31.72,205,233,9.18,580,4.31,0.0,,,,SAO,MES,0.8-5
TOPAZ_SAM1_E003,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;-;-;-;-;-;-;-,Eukaryota,7214712,1748,2547218,101532,0,29.45,4231,627,0.05269794520547945,0.034860400502218565,0.08574972602739726,0.028565905723221045,588,48,8.16,9,10,1.7,44,0.0,0.0,,,,SAO,MES,0.8-5
TOPAZ_SAM1_E004,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,Metazoa,3330178,528,2556915,764583,0,32.17,7382,167,0.44760500000000003,0.10314991577795883,7.794117647058824e-05,0.00044773797098016994,1102,247,22.41,63,66,5.99,231,1.18,0.0,,,,SAO,MES,0.8-5
TOPAZ_SAM1_E005,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Harpacticoida;Harpacticidae;Tigriopus californicus,Metazoa,3293285,311,3001277,2483360,0,32.47,14979,86,0.4821254545454545,0.09133883996088113,0.0,0.0,869,280,32.22,93,96,11.05,260,1.57,0.0,0.77,0.0,Eukaryota_Fungi_Ascomycota,SAO,MES,0.8-5
TOPAZ_SAM1_E006,Eukaryota;-;-;-;-;-;-;-,Eukaryota;Fungi;Opisthokonta;Ascomycota;Leotiomycetes;-;Helotiales;Mollisiaceae;Rhynchosporium commune,Fungi,39759730,2275,38013121,33943636,9252526,48.69,27745,420,0.5417408793969849,0.055826534094690634,0.0009684673366834172,0.0014971220004091142,15436,9038,58.55,3051,4489,29.08,3567,91.37,0.0,86.65,1.55,Eukaryota_Fungi_Ascomycota,SAO,MES,0.8-5
TOPAZ_SAM1_E007,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Prymnesiophyceae;Haptista;Haptophyta;-;Prymnesiales;Prymnesiaceae;-,Haptophyta,15679631,2626,10541411,4772915,0,27.56,6691,708,0.8480590445859871,0.03999947090069557,0.020624904458598724,0.01762524089794568,9601,5893,61.38,1853,2471,25.74,2672,61.57,1.18,58.62,6.9,Eukaryota,SAO,MES,0.8-5
TOPAZ_SAM1_E008,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,Metazoa,13450810,2949,6376824,644347,0,32.27,4838,1004,0.3583275555555556,0.07378312387056248,3.481481481481482e-06,4.030106180971412e-05,4887,1307,26.74,293,337,6.9,775,4.31,0.0,,,,SAO,MES,0.8-5
TOPAZ_SAS1_E001,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;Dinophyceae;-;-;-;-,Dinoflagellata,2670028,744,394196,10430,0,56.99,3571,292,0.9343703703703704,0.056868392866954075,0.002608518518518519,0.0019386473017978735,1170,556,47.52,113,134,11.45,436,4.31,0.0,,,,SAO,SRF,0.8-5
TOPAZ_SAS1_E002,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;-;-;-;-,Eukaryota;-;Prymnesiophyceae;Haptista;Haptophyta;-;Prymnesiales;Prymnesiaceae;Chrysochromulina rotalis,Haptophyta,7600772,2089,1451454,147250,0,60.87,3531,794,0.7731124675324675,0.0973122099913048,0.007576233766233767,0.012356794549144571,4126,1727,41.86,281,374,9.06,864,5.88,0.0,7.87,1.12,Eukaryota_Fungi,SAO,SRF,0.8-5
TOPAZ_SAS1_E003,Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;-;-;-;-,Eukaryota;-;Sar;-;Dictyochophyceae;-;Florenciellales;-;Florenciella parvula,Ochrophyta,31132930,7757,9715188,1007416,0,58.58,3984,2771,0.8298948397435897,0.04907103073123286,0.014707692307692309,0.006580188052233867,13792,7004,50.78,1531,2274,16.49,2612,50.59,0.78,,,,SAO,SRF,0.8-5
TOPAZ_SAS1_E004,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;Dinophyceae;-;-;-;-,Dinoflagellata,94313218,21200,40117205,9599974,0,61.06,4518,6843,0.8718814830508475,0.04063925068336823,0.0,0.0,43425,19622,45.19,2396,5276,12.15,3595,72.94,7.45,,,,SAO,SRF,0.8-5
TOPAZ_SAS1_E005,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus;Bathycoccus prasinos,Eukaryota;Viridiplantae;-;Chlorophyta;Mamiellophyceae;-;Mamiellales;Bathycoccaceae;Bathycoccus prasinos,Chlorophyta,8739606,1937,3770270,754012,0,47.9,4604,644,0.8142961363636364,0.07265703030852645,0.006481249999999999,0.002822655427921149,4772,3057,64.06,1461,1679,35.18,2151,51.76,0.0,54.39,1.75,Eukaryota_Viridiplantae_Chlorophyta_Mamiellophyceae_Mamiellales,SAO,SRF,0.8-5
TOPAZ_SAS1_E006,Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;-;-;-;-,Eukaryota;-;Sar;-;Dictyochophyceae;-;Florenciellales;-;Florenciella parvula,Ochrophyta,18855839,3388,11782703,4268792,0,55.08,6168,977,0.7930901058201058,0.05993746884393245,0.0399784126984127,0.02011844352745128,7396,3256,44.02,770,1001,13.53,1595,28.24,0.0,25.64,0.0,Eukaryota,SAO,SRF,0.8-5
TOPAZ_SAS1_E007,Eukaryota;Hacrobia;Cryptophyta;Cryptophyceae;-;-;-;-,Eukaryota;-;-;-;Cryptophyceae;-;Pyrenomonadales;Geminigeraceae;Geminigera cryophila,Cryptophyta,4456467,1181,1012474,20803,0,54.0,3729,445,0.8696599999999999,0.06602157842537376,0.002928,0.0020206914108239727,1787,623,34.86,61,73,4.09,278,1.96,0.0,,,,SAO,SRF,0.8-5
TOPAZ_SAS1_E008,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;-;-,Eukaryota;Viridiplantae;-;Chlorophyta;Mamiellophyceae;-;Mamiellales;Mamiellaceae;Micromonas pusilla,Chlorophyta,19597285,416,19514387,19157655,13600430,56.61,74804,81,0.8501253061224491,0.027965635187438543,0.018204285714285715,0.012249477498227909,10180,6615,64.98,2897,3660,35.95,3478,88.63,0.39,98.73,1.9,Eukaryota_Viridiplantae_Chlorophyta_Mamiellophyceae_Mamiellales,SAO,SRF,0.8-5
TOPAZ_SAS1_E009,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,SAR,31976418,5593,20765616,7598615,0,45.94,6284,1628,0.8020617187499999,0.04383808957953572,0.0198345625,0.008764248316803544,14445,7285,50.43,2295,3123,21.62,3141,74.51,1.18,80.7,3.51,Eukaryota,SAO,SRF,0.8-5
TOPAZ_SAS1_E010,Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;-;-;-;-,Eukaryota;-;Sar;-;Chrysophyceae;-;Chromulinales;Chromulinaceae;-,Ochrophyta,17475935,4445,5259667,541503,0,51.43,3839,1576,0.8640777714285716,0.03370402453551522,0.0014493714285714284,0.0018245131340515282,11661,6206,53.22,1721,2752,23.6,2494,63.14,13.33,,,,SAO,SRF,0.8-5
TOPAZ_SAS1_E011,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,SAR,29058874,5999,14780036,4074739,54252,44.24,5072,1852,0.8708903092783505,0.04393167909082691,0.018308075601374568,0.0076533291101658,13214,6342,47.99,1617,2206,16.69,2625,56.47,0.39,63.89,0.0,Eukaryota,SAO,SRF,0.8-5
TOPAZ_SAS1_E012,Eukaryota;Archaeplastida;Chlorophyta;-;-;-;-;-,Eukaryota;Viridiplantae;-;Chlorophyta;-;-;-;Pycnococcaceae;-,Chlorophyta,15519234,712,15220825,14158340,4096078,60.88,33373,154,0.8147050000000001,0.06197496288825027,0.013834230769230772,0.015751137241744928,8591,5965,69.43,2890,3493,40.66,3400,90.59,0.0,98.25,0.0,Eukaryota,SAO,SRF,0.8-5
TOPAZ_SAS1_E013,Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;-;-;-,Eukaryota;-;Sar;Bacillariophyta;Coscinodiscophyceae;Thalassiosirophycidae;Thalassiosirales;Thalassiosiraceae;Thalassiosira antarctica,Ochrophyta,5457623,1449,1207665,10197,0,60.24,3743,555,0.5276196363636363,0.057169233905329825,0.045414727272727266,0.016270424909749642,1717,725,42.22,245,261,15.2,629,9.8,0.0,,,,SAO,SRF,0.8-5
TOPAZ_SAS1_E014,Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;-;-;-,Eukaryota;-;Sar;Bacillariophyta;Mediophyceae;Cymatosirophycidae;Cymatosirales;Cymatosiraceae;Extubocellulus spinifer,Ochrophyta,23600641,2448,20861856,14332547,221302,54.52,12253,597,0.7422600843881857,0.05785102055189548,0.0731026160337553,0.02147456583883581,10966,6349,57.9,2297,2997,27.33,3014,79.61,0.39,,,,SAO,SRF,0.8-5
TOPAZ_SAS1_E015,Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Polar-centric-Mediophyceae;-;-,Eukaryota;-;Sar;Bacillariophyta;Coscinodiscophyceae;Thalassiosirophycidae;Thalassiosirales;Thalassiosiraceae;Thalassiosira antarctica,Ochrophyta,20294065,4673,8017910,780029,0,53.93,4472,1657,0.4899046798029557,0.0540517837209804,0.0968708866995074,0.023401042863418237,6223,2453,39.42,737,891,14.32,1498,25.49,0.0,20.51,0.0,Eukaryota_Bacillariophyta_Coscinodiscophyceae_Thalassiosirales_Thalassiosiraceae_Thalassiosira_Thalassiosira.pseudonana,SAO,SRF,0.8-5
TOPAZ_SAS1_E016,Eukaryota;Hacrobia;Cryptophyta;Cryptophyceae;Cryptomonadales;-;-;-,Eukaryota;-;-;-;Cryptophyceae;-;Pyrenomonadales;Geminigeraceae;Geminigera cryophila,Cryptophyta,59214341,7909,46365583,27715308,484101,58.39,9307,1865,0.8222133558178751,0.05912236468636716,0.023317504215851603,0.013104213481614837,26764,11848,44.27,2733,4336,16.2,3536,79.22,2.35,80.0,29.09,Eukaryota_Fungi_Microsporidia,SAO,SRF,0.8-5
TOPAZ_SAS1_E017,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Isochrysidales;-;-;-,Eukaryota;-;Prymnesiophyceae;Haptista;Haptophyta;-;Isochrysidales;Noelaerhabdaceae;Emiliania huxleyi,Haptophyta,3440075,910,843394,65073,0,61.93,3706,335,0.7692157142857142,0.09325699371048997,0.011287714285714285,0.0046332426693033325,1648,574,34.83,72,90,5.46,414,1.18,0.0,,,,SAO,SRF,0.8-5
TOPAZ_SAS1_E018,Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Raphid-pennate;-;-,Eukaryota;-;Sar;Bacillariophyta;Bacillariophyceae;-;Bacillariales;Bacillariaceae;Fragilariopsis kerguelensis,Ochrophyta,35650883,6816,20532459,6949375,0,39.61,5657,2015,0.6000965546218487,0.07734844807610577,0.11848826330532213,0.035881986856045094,14768,5733,38.82,1918,2432,16.47,2758,70.59,0.0,68.63,1.96,Eukaryota,SAO,SRF,0.8-5
TOPAZ_SAS1_E019,Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;-;-;-;-,Eukaryota;-;Sar;-;Chrysophyceae;-;Chromulinales;Paraphysomonadaceae;Paraphysomonas bandaiensis,Ochrophyta,18970540,2775,14155570,7856873,0,34.24,8422,700,0.8634420000000002,0.03950904768064625,0.01778615789473684,0.009910421918699942,10175,5369,52.77,2039,2580,25.36,2817,67.06,1.57,58.97,0.0,Eukaryota,SAO,SRF,0.8-5
TOPAZ_SAS1_E020,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;-;-;-;-,Eukaryota;-;Prymnesiophyceae;Haptista;Haptophyta;-;Isochrysidales;Isochrysidaceae;Chrysotila carterae,Haptophyta,16639933,2832,10764988,4757807,0,60.89,6528,764,0.7837270658682636,0.05387280635945714,0.0321377245508982,0.01969527654478669,9196,4774,51.91,1474,1867,20.3,2454,45.49,0.39,46.63,5.72,Eukaryota_Fungi_Ascomycota,SAO,SRF,0.8-5
TOPAZ_SAS1_E021,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,SAR,23332683,5292,9719610,2010908,0,45.11,4484,1749,0.8612550427350427,0.05401865362565128,0.02412641025641025,0.013747305312426041,9432,4850,51.42,1323,1699,18.01,2227,41.96,0.0,,,,SAO,SRF,0.8-5
TOPAZ_SAS1_E022,Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Polar-centric-Mediophyceae;-;-,Eukaryota;-;Sar;Bacillariophyta;Coscinodiscophyceae;Thalassiosirophycidae;Thalassiosirales;Thalassiosiraceae;Thalassiosira antarctica,Ochrophyta,19194179,4885,5612909,488948,0,45.71,3870,1770,0.4132130729166666,0.12851474629004514,0.19078609375,0.060267496974007836,6558,1688,25.74,587,656,10.0,1171,21.18,0.0,,,,SAO,SRF,0.8-5
TOPAZ_SAS1_E023,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;-,Eukaryota;Viridiplantae;-;Chlorophyta;Mamiellophyceae;-;Mamiellales;Mamiellaceae;Micromonas pusilla,Chlorophyta,12018847,2986,3784907,319535,0,68.9,4048,1072,0.7829024793388429,0.07526393584234736,0.0,0.0,7441,3904,52.47,1479,1777,23.88,2340,49.02,0.39,52.7,4.13,Eukaryota_Viridiplantae_Chlorophyta_Mamiellophyceae_Mamiellales,SAO,SRF,0.8-5
TOPAZ_SAS1_E024,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Isochrysidales;Noelaerhabdaceae;-;-,Eukaryota;-;Prymnesiophyceae;Haptista;Haptophyta;-;Isochrysidales;Noelaerhabdaceae;Emiliania huxleyi,Haptophyta,19580338,5245,4516080,444998,0,67.34,3624,1940,0.7801294897959182,0.05217565862354702,0.029744132653061226,0.010174487690194205,8587,3798,44.23,823,1108,12.9,1757,19.22,0.39,,,,SAO,SRF,0.8-5
TOPAZ_SAS1_E025,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Ostreococcus;Ostreococcus lucimarinus,Eukaryota;Viridiplantae;-;Chlorophyta;Mamiellophyceae;-;Mamiellales;Bathycoccaceae;Ostreococcus sp- 'lucimarinus',Chlorophyta,12033695,511,11814837,11176643,3777507,61.01,33714,106,0.8370412396694215,0.059946132810708375,0.04363148760330578,0.019588501883796502,7133,4949,69.38,2469,2997,42.02,3018,81.57,0.78,,,,SAO,SRF,0.8-5
TOPAZ_SAS1_E026,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;-;-;-;-,Eukaryota;-;Prymnesiophyceae;Haptista;Haptophyta;-;Prymnesiales;Prymnesiaceae;Haptolina brevifila,Haptophyta,69336806,15739,28900548,4604934,0,62.92,4499,5283,0.7769212968299711,0.045898740237382885,0.05643090778097984,0.01827201832822211,32970,13193,40.02,1964,3372,10.23,3154,58.04,0.78,61.82,7.27,Eukaryota_Fungi_Microsporidia,SAO,SRF,0.8-5
TOPAZ_SAS1_E027,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;-;-,Eukaryota;Viridiplantae;-;Chlorophyta;Mamiellophyceae;-;Mamiellales;Bathycoccaceae;Bathycoccus prasinos,Chlorophyta,9941493,2175,4451921,821987,0,48.48,4698,723,0.8036823000000001,0.07552176422535427,0.0092792,0.0045922547141899715,5348,3398,63.54,1667,1951,36.48,2314,50.2,0.78,,,,SAO,SRF,0.8-5
TOPAZ_SAS1_E028,Eukaryota;Stramenopiles;-;-;-;-;-;-,Eukaryota;-;Sar;-;Bigyra;Labyrinthulomycetes;Thraustochytrida;Thraustochytriaceae;-,SAR,23336389,4271,14160199,4904472,0,48.27,5888,1264,0.7920887179487179,0.048338337168718236,0.0072222649572649565,0.0038659215128443647,12161,6383,52.49,2125,2751,22.62,2978,73.73,0.78,69.23,0.0,Eukaryota,SAO,SRF,0.8-5
TOPAZ_SAS1_E029,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,SAR,3224802,952,363514,36143,0,65.09,3274,384,0.8823333333333333,0.12138185618164275,0.0,0.0,2062,1041,50.48,362,396,19.2,863,16.08,0.0,,,,SAO,SRF,0.8-5
TOPAZ_SAS1_E030,Eukaryota;Archaeplastida;Chlorophyta;Prasino-Clade-V;Pseudoscourfieldiales;Pycnococcaceae;Pycnococcus;Pycnococcus provasolii,Eukaryota;Viridiplantae;-;Chlorophyta;-;-;-;Pycnococcaceae;Pycnococcus provasolii,Chlorophyta,18495269,3848,9320863,1919667,0,58.07,5024,1254,0.8789627027027026,0.031305234451234336,0.009314432432432431,0.004365693137379097,9163,5113,55.8,1978,2406,26.26,2857,57.65,0.78,73.68,0.0,Eukaryota,SAO,SRF,0.8-5
TOPAZ_SAS1_E031,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,SAR,13519416,3324,4365868,380817,0,54.74,4061,1197,0.9111551470588236,0.06723791891250247,0.003831911764705882,0.00239274439857675,5631,2852,50.65,830,1004,17.83,1597,27.45,0.0,,,,SAO,SRF,0.8-5
TOPAZ_SAS1_E032,Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;Dictyochophyceae_X;-;-;-,Eukaryota;-;Sar;-;Dictyochophyceae;-;Pedinellales;-;Pseudopedinella elastica,Ochrophyta,20797266,4756,8385252,1393045,0,63.22,4429,1601,0.8087966346153845,0.03041601455744657,0.06266413461538461,0.015285528670972081,9464,4354,46.01,1137,1449,15.31,2056,28.63,0.0,25.64,0.0,Eukaryota,SAO,SRF,0.8-5
TOPAZ_SAS1_E033,Eukaryota;Archaeplastida;Chlorophyta;Palmophyllophyceae;Prasinococcales;Prasinococcales-Clade-B;Prasinoderma;Prasinoderma singularis,Eukaryota;Viridiplantae;-;Chlorophyta;Palmophyllophyceae;-;Prasinococcales;Prasinococcaceae;Prasinoderma singulare,Chlorophyta,15891193,3731,5957497,761796,0,67.86,4321,1288,0.8062560377358492,0.04456294056412622,0.012228364779874214,0.007068204817252664,7914,4612,58.28,1778,2119,26.78,2648,56.47,0.0,59.65,3.51,Eukaryota,SAO,SRF,0.8-5
TOPAZ_SAS1_E034,Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;-;-;-;-,Eukaryota;-;Sar;-;Dictyochophyceae;-;Pedinellales;-;Pteridomonas danica,Ochrophyta,28432572,5269,17018386,5998186,0,56.3,5751,1557,0.7985613684210526,0.05631461940276523,0.05497596491228071,0.014880603795952038,11539,5135,44.5,1196,1660,14.39,2153,32.94,0.78,41.03,2.56,Eukaryota,SAO,SRF,0.8-5
TOPAZ_SAS1_E035,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,SAR,48992384,7668,34625605,17273026,55064,62.15,7457,1954,0.8739774693877551,0.028106662042067927,0.023868714285714285,0.017559737869946253,24167,11899,49.24,2410,4134,17.11,3409,71.37,1.18,65.22,4.35,Eukaryota,SAO,SRF,0.8-5
